ÁöÁ¡,ÀÏ½Ã,Æò±Õ Ç³¼Ó(m/s),Æò±Õ±â¾Ð(hPa),Æò±Õ »ó´ë½Àµµ(%),Æò±Õ ±â¿Â(¡ÆC)
22105,2018-10-23,5.4,1015.6,59,17.3
22105,2018-10-24,3.2,1019.1,50,16.2
22105,2018-10-25,3.4,1020.4,56,16.8
22105,2018-10-26,7.1,1010.9,62,16.5
22105,2018-10-27,9.1,1009.8,44,12.9
22105,2018-10-28,8,1008.6,56,12.6
22105,2018-10-29,6.1,1011.7,46,12.1
22105,2018-10-30,4.9,1018.2,51,10.4
22105,2018-10-31,5.5,1021.2,51,11
22105,2018-11-01,2.2,1024.9,49,13.3
22105,2018-11-02,2.6,1027,49,14.7
22105,2018-11-03,5.6,1023.9,55,15.9
22105,2018-11-04,2.7,1020.9,57,16
22105,2018-11-05,3.4,1023,65,15.5
22105,2018-11-06,5.2,1025.4,69,14.8
22105,2018-11-07,4.6,1025.3,84,13.9
22105,2018-11-08,6.9,1014.9,88,15.6
22105,2018-11-09,8.3,1013.1,55,15.7
22105,2018-11-10,4.8,1022.4,60,14.6
22105,2018-11-11,3.4,1020.9,60,14.3
22105,2018-11-12,6.6,1018.6,62,12.4
22105,2018-11-13,4.3,1019.8,55,12
22105,2018-11-14,5.7,1023.6,65,10.9
22105,2018-11-15,2.9,1024.3,56,12.5
22105,2018-11-16,3.5,1019.8,56,13.8
22105,2018-11-17,5.1,1021.3,71,11.3
22105,2018-11-18,4.3,1018.7,48,12.1
22105,2018-11-19,5.3,1020.6,44,11.1
22105,2018-11-20,6.8,1022.9,41,10.9
22105,2018-11-21,5.7,1021.8,55,10.7
22105,2018-11-22,9.1,1021.7,42,7.4
22105,2018-11-23,4.9,,40,5.8
22105,2018-11-24,5.5,1023.8,56,8.7
22105,2018-11-25,4.9,1022,50,10.5
22105,2018-11-26,3.7,1023.2,54,12.1
22105,2018-11-27,4,1019.8,50,13.3
22105,2018-11-28,6.5,1022.7,47,9.7
22105,2018-11-29,4.9,1024.4,44,10
22105,2018-11-30,3.4,1024.4,43,9
22105,2018-12-01,4.5,1026.6,48,9.9
22105,2018-12-02,4.7,1024.2,67,13
22105,2018-12-03,4.4,1016,88,14.6
22105,2018-12-04,5,1015.1,83,12.2
22105,2018-12-05,6.3,1024.2,74,8.2
22105,2018-12-06,10.2,1018.5,72,8.5
22105,2018-12-07,9.2,1025,45,1
22105,2018-12-08,9.6,1027.3,50,-.8
22105,2018-12-09,5.2,1032,52,.9
22105,2018-12-10,3.8,1032.5,52,4.8
22105,2018-12-11,5.2,1026.6,60,6.5
22105,2018-12-12,9.1,1024.7,63,4.9
22105,2018-12-13,8.3,1023,51,4.5
22105,2018-12-14,7.5,1030.8,59,4
22105,2018-12-15,4.2,1029,48,6.6
22105,2018-12-16,4.8,1017.8,43,8.4
22105,2018-12-17,8.4,1014,45,7
22105,2018-12-18,7.4,1018.1,42,6.4
22105,2018-12-19,7.6,1017.7,42,9.7
22105,2018-12-20,3.6,1022.5,44,9.2
22105,2018-12-21,5.6,1021.8,60,12.3
22105,2018-12-22,4.4,1019.9,58,11.2
22105,2018-12-23,6.5,1019.4,56,9.4
22105,2018-12-24,4.5,1023.4,39,5.5
22105,2018-12-25,5,1021.6,44,6
22105,2018-12-26,6.7,1020.2,45,6.9
22105,2018-12-27,10.3,1021.3,56,.3
22105,2018-12-28,8.9,1024.1,60,.2
22105,2018-12-29,8.3,1027.8,53,-.1
22105,2018-12-30,6.4,1033.8,54,1.7
22105,2018-12-31,2.2,1033.6,41,4.7
22105,2019-01-01,6.3,1027.5,44,3.5
22105,2019-01-02,5.1,1028.9,44,3.3
22105,2019-01-03,4.3,1031,43,4.6
22105,2019-01-04,4.3,1025.9,39,7
22105,2019-01-05,7.2,,49,5
22105,2019-01-06,3,1025.3,52,5.3
22105,2019-01-07,5.8,1023.4,41,5.6
22105,2019-01-08,8.3,1022.8,45,4.1
22105,2019-01-09,6.1,1028.9,50,3.2
22105,2019-01-10,6.4,1019.6,35,7.6
22105,2019-01-11,3.1,1024.2,52,6.9
22105,2019-01-12,4.1,1021.3,69,7.2
22105,2019-01-13,5.2,1023,68,7.6
22105,2019-01-14,3.7,1022.9,49,8.5
22105,2019-01-15,9,1018.1,52,5.6
22105,2019-01-16,7.4,1020.6,48,2.3
22105,2019-01-17,8.8,1017.6,48,5.3
22105,2019-01-18,3.4,1024.2,42,6.2
22105,2019-01-19,2.2,1021.3,40,7.8
22105,2019-01-20,8.2,1015.5,50,5.8
22105,2019-01-21,7.9,1016.4,47,5.1
22105,2019-01-22,6.3,1015.6,41,6.6
22105,2019-01-23,8.3,1015.7,45,7.2
22105,2019-01-24,3,1022.2,49,5.3
22105,2019-01-25,8.3,1019.2,51,4.6
22105,2019-01-26,9.8,1022.9,58,3
22105,2019-01-27,5.9,1022.1,40,7.3
22105,2019-01-28,9.6,1017.3,47,6.2
22105,2019-01-29,5,1025.2,48,6.3
22105,2019-01-30,2.3,1020.7,35,9.5
22105,2019-01-31,8,1016.9,67,4.4
22105,2019-02-01,5.4,1018.6,47,3.5
22105,2019-02-02,5,1019.3,45,7.1
22105,2019-02-03,6.1,1010.4,77,8.7
22105,2019-02-04,7.7,1019.8,40,6.6
22105,2019-02-05,5.4,1020,38,8.3
22105,2019-02-06,3.8,1014.8,48,10.2
22105,2019-02-07,7,1016.3,68,5.4
22105,2019-02-08,5.3,1023.5,56,1
22105,2019-02-09,8.3,1022.4,62,2.2
22105,2019-02-10,3.6,1028.1,74,1.8
22105,2019-02-11,8.4,1026.5,52,3.3
22105,2019-02-12,5.2,1031.3,42,3.1
22105,2019-02-13,7.6,1029.4,51,2.9
22105,2019-02-14,4.9,1031.5,53,2.7
22105,2019-02-15,7,1020.5,54,6.6
22105,2019-02-16,7,1019.3,61,3.2
22105,2019-02-17,3.6,1021.4,46,4.2
22105,2019-02-18,3.1,1023.2,46,7.9
22105,2019-02-19,5,1016.6,72,7.2
22105,2019-02-20,7.1,1020.8,55,6.3
22105,2019-02-21,3.7,1025,56,7.2
22105,2019-02-22,4,1020.2,55,8.8
22105,2019-02-23,5.6,1023.9,52,7.5
22105,2019-02-24,5.7,1020,56,10
22105,2019-02-25,6.2,1019.6,51,9
22105,2019-02-26,5.1,1022.9,57,8.4
22105,2019-02-27,6.7,1021.4,64,9.5
22105,2019-02-28,5.1,1017.3,62,8.7
22105,2019-03-01,2.1,1020.2,56,9.2
22105,2019-03-02,4.5,1019.6,57,9.9
22105,2019-03-03,5.3,1013.6,59,10.2
22105,2019-03-04,3.4,1013.7,56,10.3
22105,2019-03-05,4.7,1017.9,56,12.2
22105,2019-03-06,5.1,1014.8,53,11.3
22105,2019-03-07,7.1,1018.1,58,7
22105,2019-03-08,6.4,1022.7,58,10
22105,2019-03-09,4.9,1018.7,50,12.7
22105,2019-03-10,3.7,1013.6,58,10.6
22105,2019-03-11,5.9,1006.8,58,9.6
22105,2019-03-12,8.7,1006.4,48,9.2
22105,2019-03-13,11.4,1014.8,37,6.1
22105,2019-03-14,5.4,1021.2,32,7.1
22105,2019-03-15,5.4,1016.8,54,7.4
22105,2019-03-16,5.1,1017.9,54,7.7
22105,2019-03-17,6.4,1020.5,53,8.1
22105,2019-03-18,5.8,1016.7,52,11
22105,2019-03-19,2.9,1013.9,68,12.6
22105,2019-03-20,5.7,1012.4,78,13
22105,2019-03-21,5.9,1002.3,75,11.9
22105,2019-03-22,6.1,1014.2,59,7
22105,2019-03-23,6.9,1017.4,55,6.3
22105,2019-03-24,5.6,1017.7,41,7.5
22105,2019-03-25,5.4,1013.9,52,10.9
22105,2019-03-26,5.2,1014.8,56,11.7
22105,2019-03-27,5.5,1010.3,72,12.2
22105,2019-03-28,6.5,1014.9,65,7
22105,2019-03-29,5.9,1013.3,66,9.8
22105,2019-03-30,5.1,1009.2,60,8.9
22105,2019-03-31,9,1014.8,62,6.7
22105,2019-04-01,7.6,1019.7,54,5.9
22105,2019-04-02,4.5,1020.9,49,7.8
22105,2019-04-03,6,1020.2,45,9.8
22105,2019-04-04,5.6,1012.7,48,13
22105,2019-04-05,5.5,1006.1,54,12.5
22105,2019-04-06,2.9,1010.9,58,12.1
22105,2019-04-07,6.4,1010.3,57,10.9
22105,2019-04-08,6.6,1014,55,10.6
22105,2019-04-09,4.7,1020.3,50,9.7
22105,2019-04-10,8.2,1012.6,74,7.4
22105,2019-04-11,3.1,1015.1,56,9.7
22105,2019-04-12,4.4,1016.9,62,11.6
22105,2019-04-13,5.9,1017.8,66,13.1
22105,2019-04-14,7,1012.1,58,12.2
22105,2019-04-15,6.4,1016.1,51,11.5
22105,2019-04-16,3.6,1015,74,13.6
22105,2019-04-17,3.7,1010.7,69,14.4
22105,2019-04-18,3.6,1009.3,75,13.7
22105,2019-04-19,5.4,1018.7,51,9.8
22105,2019-04-20,7.2,1013.8,75,11.6
22105,2019-04-21,2.3,1012.5,83,13.5
22105,2019-04-22,3.3,1017.4,80,13.5
22105,2019-04-23,7.5,1013.3,83,14.7
22105,2019-04-24,4.6,1007.1,91,14.7
22105,2019-04-25,7.4,1010.7,72,11.3
22105,2019-04-26,8.8,1012.9,73,9.6
22105,2019-04-27,4.6,1020.7,59,11.5
22105,2019-04-28,6.9,1020.2,64,13.3
22105,2019-04-29,4.8,1015.3,76,12.8
22105,2019-04-30,2.6,1009.4,78,13.1
22105,2019-05-01,3.5,1005.1,86,14.3
22105,2019-05-02,5,1009.3,82,15
22105,2019-05-03,4.4,1016.2,76,14.5
22105,2019-05-04,5.4,1017.9,86,14.7
22105,2019-05-05,4.2,1013.8,84,16.4
22105,2019-05-06,6.4,1015.8,63,12.2
22105,2019-05-07,6.3,1013.6,55,15.1
22105,2019-05-08,4.5,1008.7,63,16.8
22105,2019-05-09,3.5,1006.7,68,17
22105,2019-05-10,1.8,1011.7,66,17.8
22105,2019-05-11,3.5,1013.9,85,16.4
22105,2019-05-12,3.9,1018.2,82,14.9
22105,2019-05-13,4,1015.8,81,15
22105,2019-05-14,3.4,1012.6,87,16.2
22105,2019-05-15,2.6,1012.8,88,16.7
22105,2019-05-16,3.9,1012,89,16.6
22105,2019-05-17,5.7,1013.2,85,17.9
22105,2019-05-18,3.6,1014.7,85,17.4
22105,2019-05-19,5.8,1010.7,87,17.9
22105,2019-05-20,8.5,1001.2,72,18.2
22105,2019-05-21,7.2,1002.9,57,17.6
22105,2019-05-22,6.2,1003.4,65,18
22105,2019-05-23,3.4,1006.7,70,18.9
22105,2019-05-24,3.4,1009.3,76,19.6
22105,2019-05-25,1.9,1011.1,77,20.7
22105,2019-05-26,5.1,1013,66,20.8
22105,2019-05-27,11.7,1004.7,79,18.8
22105,2019-05-28,6,1007.2,59,17.3
22105,2019-05-29,5.9,1007.9,72,17
22105,2019-05-30,4.5,1008.2,69,18.6
22105,2019-05-31,5.8,1007.8,70,17.7
22105,2019-06-01,5.4,1008,67,18.5
22105,2019-06-02,4,1006.3,84,17.9
22105,2019-06-03,3.3,1006.6,77,19.2
22105,2019-06-04,4,1006.9,84,19.4
22105,2019-06-05,3.6,1011.1,87,17.7
22105,2019-06-06,4.1,1011,91,18.1
22105,2019-06-07,8.7,1004,88,17.4
22105,2019-06-08,5.1,1009.2,77,16.8
22105,2019-06-09,3.3,1008.7,75,16.6
22105,2019-06-10,6.1,1008.1,76,16.5
22105,2019-06-11,6.2,1009.7,76,16
22105,2019-06-12,2.6,1011.4,73,16.3
22105,2019-06-13,7.2,1010.2,82,17.5
22105,2019-06-14,5.8,1004.9,87,18.7
22105,2019-06-15,4.5,1000.1,84,18.3
22105,2019-06-16,6,1007.1,80,16.9
22105,2019-06-17,5.9,1011.2,85,18.5
22105,2019-06-18,1.9,1008.9,82,20.5
22105,2019-06-19,2.4,1005.7,79,21.3
22105,2019-06-20,4.2,1004.5,84,21.8
22105,2019-06-21,6.7,1005.2,89,20.4
22105,2019-06-22,7.2,1007.5,82,19.7
22105,2019-06-23,5.3,1009.2,81,18.9
22105,2019-06-24,3.1,1013.3,79,19.4
22105,2019-06-25,7.1,1015,87,20.3
22105,2019-06-26,7.7,1009.7,93,21.3
22105,2019-06-27,7.6,1000.5,97,21.6
22105,2019-06-28,4.9,1002.9,94,20.2
22105,2019-06-29,5,998.2,95,21.2
22105,2019-06-30,4.2,998.5,91,22.3
22105,2019-07-01,3.6,1003.1,89,22.9
22105,2019-07-02,3.2,1007,78,23.4
22105,2019-07-03,2.8,1006.9,88,23.1
22105,2019-07-04,3.6,1005.1,84,23.1
22105,2019-07-05,4,1004,93,22.9
22105,2019-07-06,4.3,1006.9,86,22.7
22105,2019-07-07,6.2,1009.6,79,21.4
22105,2019-07-08,6.6,1008.6,82,21.4
22105,2019-07-09,6.3,1008.3,80,21.3
22105,2019-07-10,7.7,1008.4,92,21.5
22105,2019-07-11,8.6,1002,97,21.6
22105,2019-07-12,5.4,1004.8,91,21
22105,2019-07-13,2.2,1001.4,85,22.9
22105,2019-07-14,2.8,1003.4,95,22
22105,2019-07-15,2.1,1008.4,89,23
22105,2019-07-16,4,1012.1,88,22.3
22105,2019-07-17,5.2,1012.2,86,22.8
22105,2019-07-18,7.1,1009.1,92,23.4
22105,2019-07-19,6.2,1008.2,95,24
22105,2019-07-20,10.9,1005.4,93,24.3
22105,2019-07-21,11.7,1000.3,92,23.9
22105,2019-07-22,5.4,1002.9,87,24.3
22105,2019-07-23,2.9,1003.2,85,25.8
22105,2019-07-24,2.9,1002.9,92,25
22105,2019-07-25,4.1,1003.6,93,24.5
22105,2019-07-26,5.9,1003,93,23.6
22105,2019-07-27,3.2,1005.3,94,24.3
22105,2019-07-28,6,1007.4,90,23.9
22105,2019-07-29,6.6,1008.1,91,23.7
22105,2019-07-30,6.7,1006,89,23.4
22105,2019-07-31,6.5,1007.3,89,23.5
22105,2019-08-01,3.4,1009.7,89,23.6
22105,2019-08-02,1.6,1011,90,25.3
22105,2019-08-03,2,1011.9,97,24.7
22105,2019-08-04,3.7,1010.8,96,25.2
22105,2019-08-05,3.2,1010.7,91,26.1
22105,2019-08-06,4.2,1008.6,91,26.1
22105,2019-08-07,10.7,1003.4,90,25.3
22105,2019-08-08,4.1,1006.9,91,24.6
22105,2019-08-09,2.6,1007,90,25.6
22105,2019-08-10,3.8,1008.3,92,25.8
22105,2019-08-11,6.2,1006.4,91,25.8
22105,2019-08-12,7.3,1002.3,93,26.3
22105,2019-08-13,3.6,1004.2,94,25.6
22105,2019-08-14,5.9,1001.7,92,26.4
22105,2019-08-15,8.1,990.9,94,26.4
22105,2019-08-16,6.6,992.1,89,25.2
22105,2019-08-17,7.5,999.7,78,26.2
22105,2019-08-18,3.7,1005.6,63,26.3
22105,2019-08-19,3.4,1010.1,76,25.6
22105,2019-08-20,4.8,1011.5,80,24.9
22105,2019-08-21,4.6,1008.7,83,25.4
22105,2019-08-22,3.9,1004.9,83,25.2
22105,2019-08-23,2.8,1006.6,75,25.9
22105,2019-08-24,3.6,1009,75,24.9
22105,2019-08-25,2.5,1012.2,74,24.6
22105,2019-08-26,4.7,1012.4,80,24.8
22105,2019-08-27,5.4,1007.9,80,24.1
22105,2019-08-28,3.7,1005.7,83,24.5
22105,2019-08-29,4.1,1005,75,25.4
22105,2019-08-30,4.9,1006.3,64,25.1
22105,2019-08-31,4.3,1011.9,63,24.4
22105,2019-09-01,3.4,1016.3,78,24.5
22105,2019-09-02,3.3,1016.6,81,24
22105,2019-09-03,4.3,1016.6,86,22.5
22105,2019-09-04,8.3,1013.7,93,23.6
22105,2019-09-05,3.3,1012.5,96,24.6
22105,2019-09-06,3.9,1010.8,95,25.3
22105,2019-09-07,12,1003.1,86,25.5
22105,2019-09-08,5.6,1006.4,90,23.3
22105,2019-09-09,1.2,1010,89,23.5
22105,2019-09-10,3.3,1012.7,94,23.8
22105,2019-09-11,7.4,1016.1,86,22.5
22105,2019-09-12,6.2,1018.6,64,22
22105,2019-09-13,3.5,1015.1,68,22.4
22105,2019-09-14,2.1,1010.7,75,23.6
22105,2019-09-15,5.9,1011.4,76,23
22105,2019-09-16,6.3,1011.4,72,22.4
22105,2019-09-17,4.7,1015.5,59,22.9
22105,2019-09-18,6.6,1015,67,22.4
22105,2019-09-19,5.9,1018.4,60,20.6
22105,2019-09-20,3.9,1018.7,61,21.7
22105,2019-09-21,6.1,1020.4,70,21.2
22105,2019-09-22,13.5,1015.1,85,18.7
22105,2019-09-23,11,1011.9,74,19
22105,2019-09-24,3.1,1017.4,64,21
22105,2019-09-25,4.3,1022.6,68,21.7
22105,2019-09-26,3.8,1024.7,78,22.1
22105,2019-09-27,2.9,1022.9,85,22.3
22105,2019-09-28,2,1018,87,22.7
22105,2019-09-29,2.1,1015.2,82,23.4
22105,2019-09-30,3.8,1016.7,91,23.2
22105,2019-10-01,4.9,,,
22105,2019-10-02,6.7,1014.3,91,22
22105,2019-10-03,14.4,999.4,90,22
22105,2019-10-04,6.4,1012.5,80,21
22105,2019-10-05,10.3,1015.8,81,19
22105,2019-10-06,5.3,1024.5,59,17.2
22105,2019-10-07,4.4,1017.2,68,18.9
22105,2019-10-08,7.8,1014.2,55,19.7
22105,2019-10-09,5.5,1017.4,53,19.4
22105,2019-10-10,5.7,1014.2,63,20.8
22105,2019-10-11,6.4,1014.7,74,20.9
22105,2019-10-12,12.6,1017.2,67,18.8
22105,2019-10-13,6.6,1023.1,59,17.4
22105,2019-10-14,7.1,1023.3,70,17.6
22105,2019-10-15,6.6,1029,63,14.7
22105,2019-10-16,3.4,1025.1,60,17.9
22105,2019-10-17,4.6,1025.1,63,18.6
22105,2019-10-18,8.4,1022.7,72,18.6
22105,2019-10-19,4.9,1019.8,75,18.1
22105,2019-10-20,2.5,1020.8,71,19.3
22105,2019-10-21,2.9,1018.9,66,19.2
22105,2019-10-22,4.3,1018.3,66,18.9
22105,2019-10-23,4.9,1019.7,67,18.8
22105,2019-10-24,8.9,1019.1,80,18.7
22105,2019-10-25,6.9,1015.6,78,18.9
22105,2019-10-26,7.3,1014.1,61,17.6
22105,2019-10-27,4.2,1016.4,59,15.8
22105,2019-10-28,6.8,1014.6,54,17.4
22105,2019-10-29,6.4,1012.8,52,17.8
22105,2019-10-30,3.9,1018,53,17.4
22105,2019-10-31,6.3,1016.8,53,19.6
22105,2019-11-01,7,1020.4,65,18.3
22105,2019-11-02,7.1,1018.8,67,18.6
22105,2019-11-03,7.7,1019.1,70,16.8
22105,2019-11-04,4.5,1022.2,56,14.7
22105,2019-11-05,4.7,1016.4,57,17.3
22105,2019-11-06,5.6,1014.7,67,17.9
22105,2019-11-07,8.2,1014.5,64,14.8
22105,2019-11-08,5,1018.4,70,14.3
22105,2019-11-09,7.2,1019.1,67,15
22105,2019-11-10,9.4,1012.8,70,16.4
22105,2019-11-11,9.9,1005.9,62,16
22105,2019-11-12,4.6,1018.6,62,16.5
22105,2019-11-13,8.9,1013.9,59,17.3
22105,2019-11-14,10.2,1019.4,45,8.4
22105,2019-11-15,7.9,1017.6,56,13.1
22105,2019-11-16,2.5,1018.8,55,15.6
22105,2019-11-17,5.6,1020,54,16.9
22105,2019-11-18,11.4,1011.1,56,14.4
22105,2019-11-19,10.6,1020.2,51,7.1
22105,2019-11-20,4.4,1027.9,47,8.7
22105,2019-11-21,2.6,1030.9,49,12.2
22105,2019-11-22,4.7,1028.5,65,15.1
22105,2019-11-23,5.5,1024.4,69,16
22105,2019-11-24,4.4,1016.6,69,18
22105,2019-11-25,11.3,1027,77,9.3
22105,2019-11-26,6.6,1029.3,69,11.2
22105,2019-11-27,7.4,1024.4,63,12.3
22105,2019-11-28,9.4,1028.6,80,7.4
22105,2019-11-29,8.5,1027.7,70,9.8
22105,2019-11-30,6.7,1027.2,73,11.2
22105,2019-12-01,3.3,1019.8,59,11.5
22105,2019-12-02,10.5,1015,53,8.4
22105,2019-12-03,9.2,1021.8,53,6.1
22105,2019-12-04,9.4,1025.2,49,8.2
22105,2019-12-05,10.8,1029.5,50,5.4
22105,2019-12-06,5.1,1030.6,49,4.6
22105,2019-12-07,6.8,1025.1,55,7.4
22105,2019-12-08,4.3,1025.1,56,10
22105,2019-12-09,4.6,1021.6,48,11
22105,2019-12-10,6.8,1018.2,59,13.6
22105,2019-12-11,10.1,1012.7,58,13
22105,2019-12-12,8.4,1023.6,47,6.8
22105,2019-12-13,3.6,1024.2,43,9.2
22105,2019-12-14,9.1,1024.7,61,9.7
22105,2019-12-15,6.2,1029.3,62,9.9
22105,2019-12-16,7.7,1022.3,66,13
22105,2019-12-17,7.1,1012.2,67,15.3
22105,2019-12-18,8.9,1019.3,76,9.7
22105,2019-12-19,10.3,1019.7,59,9
22105,2019-12-20,6.3,1025.6,52,6.4
22105,2019-12-21,6.4,1024.7,53,7.9
22105,2019-12-22,3.2,1019.8,59,9.7
22105,2019-12-23,7.3,1018.2,70,9.4
22105,2019-12-24,4,1025.2,62,9
22105,2019-12-25,3.8,1021.2,45,11.3
22105,2019-12-26,6.7,1012.4,66,9.8
22105,2019-12-27,8.6,1019.3,66,5.9
22105,2019-12-28,4.6,1027,54,7
22105,2019-12-29,4.9,1025.7,54,10.1
22105,2019-12-30,6.2,1017.8,69,11.7
22105,2019-12-31,10.3,1025.8,64,2.3
22105,2020-01-01,5.8,1026.6,52,5.2
22105,2020-01-02,5.5,1025,53,7.1
22105,2020-01-03,6.3,1021.4,49,9
22105,2020-01-04,8.4,1021.1,54,8.6
22105,2020-01-05,3.4,1028.7,50,9.2
22105,2020-01-06,5.5,1026.3,66,10.8
22105,2020-01-07,5.7,1012.5,91,11.6
22105,2020-01-08,10.9,1006.6,78,10
22105,2020-01-09,7.8,1018.2,69,7.2
22105,2020-01-10,4.1,1019.8,66,8.2
22105,2020-01-11,6.5,1016.2,54,7.6
22105,2020-01-12,7.9,1012.2,70,6.9
22105,2020-01-13,8.4,1017.3,49,5.4
22105,2020-01-14,8.5,1021.8,67,5.2
22105,2020-01-15,5.5,1024.3,63,4.8
22105,2020-01-16,3.8,1023.7,48,6.1
22105,2020-01-17,5.2,1020.7,68,7.2
22105,2020-01-18,7.1,1018.5,76,6.6
22105,2020-01-19,7.1,1015.3,50,7
22105,2020-01-20,8.7,1018.2,49,6.3
22105,2020-01-21,6.3,1027.3,56,6.1
22105,2020-01-22,3.3,1023.8,41,9.6
22105,2020-01-23,2.4,1022,58,10.8
22105,2020-01-24,8.9,1029.2,71,8.2
22105,2020-01-25,7.3,1029.6,65,8.6
22105,2020-01-26,8.6,1028.2,73,8.4
22105,2020-01-27,10.6,1022.1,70,8.6
22105,2020-01-28,11.2,1016.7,75,8.9
22105,2020-01-29,9.4,1014.8,66,8.1
22105,2020-01-30,11.3,1013.9,66,6
22105,2020-01-31,5.1,1018.3,68,5.7
22105,2020-02-01,4.3,1021,52,8
22105,2020-02-02,3.3,1022.3,52,8.5
22105,2020-02-03,8.2,1022.4,49,6.1
22105,2020-02-04,6.7,1022.7,47,5.5
22105,2020-02-05,10.4,1025.1,59,1.6
22105,2020-02-06,6.2,1031.4,79,1
22105,2020-02-07,7.2,1024.4,52,6.2
22105,2020-02-08,9.1,1023.3,67,4.4
22105,2020-02-09,6.1,1021.8,61,5.3
22105,2020-02-10,7,1021.5,58,7.6
22105,2020-02-11,7.8,1026.3,64,10.9
22105,2020-02-12,7.8,1016.6,81,12.5
22105,2020-02-13,4.5,1015.3,78,12.9
22105,2020-02-14,3,1019.8,75,13.1
22105,2020-02-15,7.8,1019.6,81,12.2
22105,2020-02-16,11.4,1005.9,73,7.5
22105,2020-02-17,9.8,1010.2,73,2.4
22105,2020-02-18,6.6,1021.5,60,3.4
22105,2020-02-19,4.2,1027.2,54,7
22105,2020-02-20,2.9,1032,53,9.6
22105,2020-02-21,9.2,1028.9,67,11.9
22105,2020-02-22,11.4,1018.2,55,9.6
22105,2020-02-23,7.2,1024.6,46,7.4
22105,2020-02-24,4,1021.8,52,11.3
22105,2020-02-25,6.7,1019.4,81,9.6
22105,2020-02-26,7.6,1023.5,69,6.9
22105,2020-02-27,5.2,1028.9,57,6.1
22105,2020-02-28,9.1,1022.2,70,8.8
22105,2020-02-29,5.8,1017.6,68,9.3
22105,2020-03-01,8.5,1017.8,71,9.8
22105,2020-03-02,10.1,1019.9,71,7.7
22105,2020-03-03,7.9,1024.7,66,8.1
22105,2020-03-04,10.1,1016.2,57,8.3
22105,2020-03-05,6.5,1021.5,65,5.5
22105,2020-03-06,2.9,1020.9,50,8.3
22105,2020-03-07,5.1,1018,70,10.8
22105,2020-03-08,3.8,1018.9,71,10.4
22105,2020-03-09,6.5,1015,83,11.4
22105,2020-03-10,8.3,1004.4,87,10
22105,2020-03-11,7.4,1012.9,55,7.9
22105,2020-03-12,6.8,1018.4,52,11.1
22105,2020-03-13,5.4,1018.1,57,9.4
22105,2020-03-14,5.5,1012.4,49,7.5
22105,2020-03-15,10,1007.7,56,7.3
22105,2020-03-16,8.4,1018.3,53,6.8
22105,2020-03-17,6.9,1012.8,60,10.4
22105,2020-03-18,7.1,1011.8,61,11.8
22105,2020-03-19,12.2,1000.9,62,11.9
22105,2020-03-20,8.4,1009.5,54,11.3
22105,2020-03-21,4.5,1009.4,69,13.3
22105,2020-03-22,5.9,1013.1,63,10.5
22105,2020-03-23,4,1016.5,62,10.9
22105,2020-03-24,3,1021.2,57,10.5
22105,2020-03-25,9,1019.9,74,12.5
22105,2020-03-26,8.2,1015.1,87,14.1
22105,2020-03-27,7.3,1012,83,10.9
22105,2020-03-28,5.1,1020.3,62,9.2
22105,2020-03-29,6.1,1022.8,56,8.8
22105,2020-03-30,6.7,1020.8,70,10.6
22105,2020-03-31,7,1017.3,80,11.1
22105,2020-04-01,5.9,1013,80,10.9
22105,2020-04-02,7.4,1018.7,58,12.7
22105,2020-04-03,5.6,1017,51,14.5
22105,2020-04-04,7.9,1015.9,49,11.2
22105,2020-04-05,5.7,1020.3,50,9.3
22105,2020-04-06,3.7,1018.2,56,11.6
22105,2020-04-07,5.1,1012.8,64,13.3
22105,2020-04-08,5.9,1016.1,66,9
22105,2020-04-09,7.1,1021.1,63,10
22105,2020-04-10,3.1,1025.8,57,9.6
22105,2020-04-11,4.3,1018.6,66,12.3
22105,2020-04-12,8,1014.3,75,11.2
22105,2020-04-13,10.4,1011.8,58,10.8
22105,2020-04-14,4.2,1013.1,71,14.2
22105,2020-04-15,4.4,1013.8,82,13.3
22105,2020-04-16,4.8,1020.8,71,10.9
22105,2020-04-17,7.5,1015,85,12.2
22105,2020-04-18,8,1013.6,83,12.7
22105,2020-04-19,5.1,1017.3,82,11.7
22105,2020-04-20,6.2,1007.3,75,13.1
22105,2020-04-21,9,1009.3,48,11.6
22105,2020-04-22,8.4,1011.3,47,9.1
22105,2020-04-23,6.2,1012.4,52,9.9
22105,2020-04-24,7.9,1010.7,49,12.6
22105,2020-04-25,10.2,1007,66,14.6
22105,2020-04-26,5,1016.2,70,11.4
22105,2020-04-27,4.4,1019,74,11.9
22105,2020-04-28,5.8,1016.7,71,14.2
22105,2020-04-29,4.3,1016.7,73,15.6
22105,2020-04-30,4.6,1012.7,74,16.4
22105,2020-05-01,6,1009.1,81,17.8
22105,2020-05-02,3.6,1008.2,83,17.7
22105,2020-05-03,7.3,1006.1,91,16.1
22105,2020-05-04,5.2,1007.8,90,14.5
22105,2020-05-05,5.3,1012.5,80,13.6
22105,2020-05-06,6.3,1015.3,86,14.9
22105,2020-05-07,3.6,1020.4,77,14.4
22105,2020-05-08,7.4,1015.7,81,15.7
22105,2020-05-09,9.1,1007.6,94,15.4
22105,2020-05-10,4.3,1002.4,86,17
22105,2020-05-11,3.4,1003.4,68,18.8
22105,2020-05-12,4.7,1001.7,73,17.3
22105,2020-05-13,5.6,1011.2,63,17.7
